person_a,person_b,date,time
27,652,11/05/2004,20:27:03
212,6,11/05/2004,20:28:06
212,6,11/05/2004,20:29:53
542,460,11/05/2004,20:32:41
598,542,11/05/2004,20:32:52
598,542,11/05/2004,20:33:27
249,713,11/05/2004,20:34:35
249,779,11/05/2004,20:35:10
762,627,11/05/2004,20:37:20
70,400,11/05/2004,20:37:41
342,971,11/05/2004,20:37:53
513,586,11/05/2004,20:41:36
598,652,11/05/2004,20:41:51
598,19,11/05/2004,20:42:26
771,783,11/05/2004,20:42:56
513,652,11/05/2004,20:42:57
9,27,11/05/2004,20:46:41
9,835,11/05/2004,20:47:33
492,835,11/05/2004,20:47:41
679,404,11/05/2004,20:48:10
513,654,11/05/2004,20:49:00
652,513,11/05/2004,20:52:17
557,969,11/05/2004,20:53:26
492,817,11/05/2004,20:53:40
652,598,11/05/2004,20:53:42
212,704,11/05/2004,20:53:44
949,63,11/05/2004,20:55:27
212,413,11/05/2004,20:55:57
598,652,11/05/2004,20:56:12
831,448,11/05/2004,20:58:28
498,495,11/05/2004,20:59:34
652,598,11/05/2004,21:01:01
654,513,11/05/2004,21:01:34
652,513,11/05/2004,21:03:53
498,194,11/05/2004,21:04:04
498,985,11/05/2004,21:04:52
949,679,11/05/2004,21:05:44
949,679,11/05/2004,21:07:13
498,495,11/05/2004,21:08:05
949,260,11/05/2004,21:08:19
425,765,11/05/2004,21:10:11
679,949,11/05/2004,21:10:38
785,786,11/05/2004,21:11:15
985,498,11/05/2004,21:12:10
815,191,11/05/2004,21:12:10
785,783,11/05/2004,21:13:06
44,249,11/05/2004,21:13:06
679,962,11/05/2004,21:15:43
785,513,11/05/2004,21:16:15
869,498,11/05/2004,21:16:25
852,42,11/05/2004,21:17:35
204,949,11/05/2004,21:19:04
840,448,11/05/2004,21:20:18
840,176,11/05/2004,21:21:13
654,915,11/05/2004,21:21:28
701,60,11/05/2004,21:21:35
840,337,11/05/2004,21:21:55
939,975,11/05/2004,21:23:39
504,400,11/05/2004,21:24:14
448,454,11/05/2004,21:25:07
448,831,11/05/2004,21:25:31
448,840,11/05/2004,21:25:39
364,939,11/05/2004,21:25:51
498,869,11/05/2004,21:26:01
815,364,11/05/2004,21:28:01
592,400,11/05/2004,21:30:05
498,831,11/05/2004,21:31:10
3,372,11/05/2004,21:32:23
831,498,11/05/2004,21:33:58
337,840,11/05/2004,21:35:28
176,840,11/05/2004,21:36:01
660,659,11/05/2004,21:39:39
817,492,11/05/2004,21:40:17
492,817,11/05/2004,21:43:48
498,831,11/05/2004,21:43:55
991,73,11/05/2004,21:44:12
586,783,11/05/2004,21:45:05
586,783,11/05/2004,21:45:25
448,817,11/05/2004,21:46:23
504,337,11/05/2004,21:46:35
586,783,11/05/2004,21:50:11
586,513,11/05/2004,21:50:40
801,121,11/05/2004,21:51:15
337,504,11/05/2004,21:51:26
590,346,11/05/2004,21:52:55
950,823,11/05/2004,21:53:02
831,498,11/05/2004,21:53:03
950,913,11/05/2004,21:54:01
950,429,11/05/2004,21:54:52
222,120,11/05/2004,21:55:45
590,513,11/05/2004,21:57:02
713,372,11/05/2004,21:57:33
713,615,11/05/2004,21:57:52
590,402,11/05/2004,21:58:02
807,805,11/05/2004,21:58:17
708,103,11/05/2004,21:58:37
204,777,11/05/2004,21:58:38
389,830,11/05/2004,21:58:54
713,762,11/05/2004,21:58:57
708,834,11/05/2004,22:00:11
431,697,11/05/2004,22:00:14
389,498,11/05/2004,22:00:26
389,41,11/05/2004,22:00:37
204,949,11/05/2004,22:00:40
713,321,11/05/2004,22:00:50
439,636,11/05/2004,22:00:52
389,652,11/05/2004,22:01:08
131,815,11/05/2004,22:01:22
765,425,11/05/2004,22:01:32
389,242,11/05/2004,22:01:52
439,212,11/05/2004,22:02:35
389,797,11/05/2004,22:02:46
713,103,11/05/2004,22:02:48
204,949,11/05/2004,22:03:12
389,422,11/05/2004,22:03:14
830,389,11/05/2004,22:03:18
713,103,11/05/2004,22:03:34
971,448,11/05/2004,22:05:22
713,325,11/05/2004,22:05:22
971,342,11/05/2004,22:05:50
713,629,11/05/2004,22:06:53
389,830,11/05/2004,22:07:16
634,988,11/05/2004,22:07:35
389,652,11/05/2004,22:08:01
966,697,11/05/2004,22:09:08
652,389,11/05/2004,22:11:28
926,73,11/05/2004,22:11:40
697,966,11/05/2004,22:13:13
768,501,11/05/2004,22:13:31
830,389,11/05/2004,22:16:13
372,713,11/05/2004,22:17:26
966,697,11/05/2004,22:18:10
768,801,11/05/2004,22:19:29
296,194,11/05/2004,22:21:40
296,445,11/05/2004,22:22:34
901,915,11/05/2004,22:24:09
697,966,11/05/2004,22:24:33
901,482,11/05/2004,22:26:04
901,704,11/05/2004,22:27:27
901,41,11/05/2004,22:29:21
966,697,11/05/2004,22:29:55
460,542,11/05/2004,22:35:55
460,934,11/05/2004,22:36:05
679,263,11/05/2004,22:42:10
402,590,11/05/2004,22:44:59
504,337,11/05/2004,22:45:28
263,679,11/05/2004,22:45:51
873,711,11/05/2004,22:48:10
402,400,11/05/2004,22:49:32
475,697,11/05/2004,22:49:48
504,131,11/05/2004,22:51:17
431,697,11/05/2004,22:52:28
431,402,11/05/2004,22:53:12
337,504,11/05/2004,22:55:39
504,337,11/05/2004,22:57:19
431,402,11/05/2004,22:59:49
41,901,11/05/2004,23:01:08
966,72,11/05/2004,23:02:36
831,495,11/05/2004,23:03:43
337,504,11/05/2004,23:03:58
817,492,11/05/2004,23:05:34
817,448,11/05/2004,23:06:07
431,402,11/05/2004,23:06:20
700,400,11/05/2004,23:08:24
901,41,11/05/2004,23:08:58
431,402,11/05/2004,23:09:29
372,831,11/05/2004,23:10:36
372,831,11/05/2004,23:10:49
679,263,11/05/2004,23:11:24
681,992,11/05/2004,23:13:34
72,966,11/05/2004,23:15:49
805,807,11/05/2004,23:16:24
72,679,11/05/2004,23:17:46
817,325,11/05/2004,23:19:08
993,994,11/05/2004,23:22:10
871,815,11/05/2004,23:22:40
325,817,11/05/2004,23:23:40
325,713,11/05/2004,23:24:05
263,679,11/05/2004,23:26:48
834,708,11/05/2004,23:26:48
993,994,11/05/2004,23:27:14
783,586,11/05/2004,23:27:19
942,454,11/05/2004,23:27:21
994,993,11/05/2004,23:29:03
482,901,11/05/2004,23:30:26
615,713,11/05/2004,23:30:59
263,992,11/05/2004,23:32:07
686,163,11/05/2004,23:33:16
686,621,11/05/2004,23:33:54
686,448,11/05/2004,23:34:20
686,873,11/05/2004,23:35:25
463,469,11/05/2004,23:39:00
463,687,11/05/2004,23:39:18
212,299,11/05/2004,23:40:50
463,400,11/05/2004,23:41:04
463,194,11/05/2004,23:42:06
831,372,11/05/2004,23:42:49
103,215,11/05/2004,23:50:22
619,654,11/05/2004,23:53:57
619,654,11/05/2004,23:54:24
783,785,11/05/2004,23:54:25
619,654,11/05/2004,23:54:46
593,768,11/05/2004,23:57:35
593,621,12/05/2004,00:00:31
32,991,12/05/2004,00:00:44
975,939,12/05/2004,00:02:21
364,815,12/05/2004,00:07:01
509,272,12/05/2004,00:09:58
364,532,12/05/2004,00:10:27
509,364,12/05/2004,00:11:24
815,993,12/05/2004,00:12:43
679,72,12/05/2004,00:12:52
131,504,12/05/2004,00:13:30
679,263,12/05/2004,00:13:57
379,341,12/05/2004,00:14:40
679,448,12/05/2004,00:16:24
379,73,12/05/2004,00:18:13
995,379,12/05/2004,00:21:26
768,593,12/05/2004,00:22:04
995,379,12/05/2004,00:23:41
687,463,12/05/2004,00:25:00
995,379,12/05/2004,00:25:02
933,783,12/05/2004,00:25:05
995,379,12/05/2004,00:26:08
9,56,12/05/2004,00:26:38
783,933,12/05/2004,00:27:30
995,379,12/05/2004,00:27:41
63,990,12/05/2004,00:28:19
933,783,12/05/2004,00:28:20
462,103,12/05/2004,00:28:21
379,32,12/05/2004,00:29:35
9,27,12/05/2004,00:30:12
9,713,12/05/2004,00:30:26
995,379,12/05/2004,00:30:39
9,711,12/05/2004,00:30:56
462,26,12/05/2004,00:33:13
995,379,12/05/2004,00:35:02
995,379,12/05/2004,00:35:35
783,933,12/05/2004,00:36:08
462,713,12/05/2004,00:38:10
462,274,12/05/2004,00:39:08
679,474,12/05/2004,00:40:42
212,439,12/05/2004,00:40:47
933,783,12/05/2004,00:41:36
995,379,12/05/2004,00:42:32
388,346,12/05/2004,00:45:02
346,590,12/05/2004,00:45:13
346,388,12/05/2004,00:45:26
783,933,12/05/2004,00:45:45
590,346,12/05/2004,00:45:55
272,509,12/05/2004,00:46:47
777,204,12/05/2004,00:58:41
41,901,12/05/2004,00:59:30
12,101,12/05/2004,01:01:15
12,101,12/05/2004,01:04:05
990,63,12/05/2004,01:06:05
933,783,12/05/2004,01:09:15
840,448,12/05/2004,01:10:46
840,337,12/05/2004,01:10:57
63,990,12/05/2004,01:12:35
840,176,12/05/2004,01:12:44
63,95,12/05/2004,01:12:46
63,95,12/05/2004,01:13:40
996,277,12/05/2004,01:14:14
63,949,12/05/2004,01:14:27
63,127,12/05/2004,01:16:09
997,142,12/05/2004,01:16:31
783,933,12/05/2004,01:17:21
244,448,12/05/2004,01:19:52
346,590,12/05/2004,01:19:52
996,63,12/05/2004,01:22:01
990,63,12/05/2004,01:24:57
509,272,12/05/2004,01:25:20
63,990,12/05/2004,01:26:01
996,63,12/05/2004,01:26:11
542,460,12/05/2004,01:26:11
509,454,12/05/2004,01:26:36
513,652,12/05/2004,01:26:53
513,785,12/05/2004,01:27:28
766,372,12/05/2004,01:28:19
513,586,12/05/2004,01:28:22
766,181,12/05/2004,01:28:40
513,590,12/05/2004,01:28:46
965,928,12/05/2004,01:28:52
83,840,12/05/2004,01:29:16
509,364,12/05/2004,01:29:25
990,63,12/05/2004,01:30:31
928,965,12/05/2004,01:30:41
996,69,12/05/2004,01:31:17
603,814,12/05/2004,01:31:28
986,652,12/05/2004,01:31:28
513,950,12/05/2004,01:31:33
766,372,12/05/2004,01:33:03
965,928,12/05/2004,01:33:03
996,97,12/05/2004,01:35:24
928,965,12/05/2004,01:36:10
244,142,12/05/2004,01:36:40
456,394,12/05/2004,01:36:40
12,766,12/05/2004,01:37:20
63,990,12/05/2004,01:37:29
244,586,12/05/2004,01:38:27
996,63,12/05/2004,01:38:31
990,63,12/05/2004,01:38:38
63,996,12/05/2004,01:38:57
708,834,12/05/2004,01:39:00
63,990,12/05/2004,01:39:17
996,27,12/05/2004,01:40:32
998,990,12/05/2004,01:42:55
617,728,12/05/2004,01:46:04
999,297,12/05/2004,01:46:15
726,42,12/05/2004,01:47:21
617,73,12/05/2004,01:47:52
999,881,12/05/2004,01:50:25
617,73,12/05/2004,01:50:25
345,103,12/05/2004,01:50:38
345,346,12/05/2004,01:50:53
103,462,12/05/2004,01:51:26
345,95,12/05/2004,01:51:29
103,345,12/05/2004,01:52:28
345,103,12/05/2004,01:53:17
617,704,12/05/2004,01:53:30
73,991,12/05/2004,01:54:51
617,734,12/05/2004,01:54:51
103,345,12/05/2004,01:55:17
345,103,12/05/2004,01:55:29
617,103,12/05/2004,01:55:50
97,687,12/05/2004,01:55:51
73,926,12/05/2004,01:56:06
687,586,12/05/2004,01:57:06
400,70,12/05/2004,01:57:46
998,713,12/05/2004,01:59:51
590,513,12/05/2004,02:00:50
73,379,12/05/2004,02:04:09
67,1000,12/05/2004,02:06:08
73,617,12/05/2004,02:06:11
73,617,12/05/2004,02:06:52
73,379,12/05/2004,02:07:03
27,996,12/05/2004,02:07:33
712,95,12/05/2004,02:11:18
915,654,12/05/2004,02:12:00
933,783,12/05/2004,02:13:33
950,513,12/05/2004,02:17:43
933,840,12/05/2004,02:18:07
68,783,12/05/2004,02:19:30
297,337,12/05/2004,02:21:04
297,63,12/05/2004,02:21:23
484,913,12/05/2004,02:22:32
297,327,12/05/2004,02:22:50
297,999,12/05/2004,02:23:49
996,27,12/05/2004,02:24:29
322,652,12/05/2004,02:25:47
68,938,12/05/2004,02:26:14
835,492,12/05/2004,02:27:49
938,68,12/05/2004,02:27:57
68,938,12/05/2004,02:28:43
938,68,12/05/2004,02:29:19
938,67,12/05/2004,02:30:15
68,938,12/05/2004,02:30:31
686,6,12/05/2004,02:30:44
143,6,12/05/2004,02:31:16
143,201,12/05/2004,02:31:50
143,103,12/05/2004,02:32:00
686,667,12/05/2004,02:32:00
143,542,12/05/2004,02:32:22
346,345,12/05/2004,02:32:26
176,840,12/05/2004,02:32:30
938,68,12/05/2004,02:32:36
143,681,12/05/2004,02:32:52
346,840,12/05/2004,02:32:54
938,325,12/05/2004,02:33:25
448,840,12/05/2004,02:33:34
448,244,12/05/2004,02:34:01
68,938,12/05/2004,02:34:34
938,68,12/05/2004,02:35:31
67,938,12/05/2004,02:37:09
783,68,12/05/2004,02:38:36
783,933,12/05/2004,02:39:04
68,783,12/05/2004,02:42:43
783,68,12/05/2004,02:45:11
323,834,12/05/2004,02:46:22
323,642,12/05/2004,02:46:40
323,68,12/05/2004,02:47:34
68,783,12/05/2004,02:47:36
403,617,12/05/2004,02:52:15
962,679,12/05/2004,02:53:07
314,372,12/05/2004,02:53:54
679,962,12/05/2004,02:53:59
783,68,12/05/2004,02:54:01
314,479,12/05/2004,02:54:33
68,783,12/05/2004,02:55:47
103,638,12/05/2004,02:55:59
314,103,12/05/2004,02:56:12
323,68,12/05/2004,02:57:13
163,686,12/05/2004,02:57:57
323,68,12/05/2004,02:58:28
783,68,12/05/2004,02:58:56
68,783,12/05/2004,02:59:49
770,938,12/05/2004,03:00:08
379,73,12/05/2004,03:00:59
379,73,12/05/2004,03:01:44
396,679,12/05/2004,03:01:59
252,513,12/05/2004,03:02:37
323,68,12/05/2004,03:03:15
460,542,12/05/2004,03:04:21
189,712,12/05/2004,03:04:26
484,770,12/05/2004,03:05:44
103,460,12/05/2004,03:06:04
823,950,12/05/2004,03:07:01
189,712,12/05/2004,03:07:12
323,753,12/05/2004,03:07:35
986,73,12/05/2004,03:08:34
785,513,12/05/2004,03:08:35
296,516,12/05/2004,03:08:36
991,32,12/05/2004,03:09:02
986,619,12/05/2004,03:09:58
991,32,12/05/2004,03:10:22
323,753,12/05/2004,03:10:23
484,770,12/05/2004,03:10:30
189,712,12/05/2004,03:11:20
991,73,12/05/2004,03:11:20
991,986,12/05/2004,03:11:55
991,986,12/05/2004,03:12:03
991,992,12/05/2004,03:12:32
823,915,12/05/2004,03:12:46
687,97,12/05/2004,03:13:23
950,823,12/05/2004,03:13:34
462,103,12/05/2004,03:14:00
323,991,12/05/2004,03:14:36
991,194,12/05/2004,03:15:16
933,783,12/05/2004,03:15:30
991,73,12/05/2004,03:15:34
823,498,12/05/2004,03:17:16
986,73,12/05/2004,03:18:37
484,770,12/05/2004,03:19:23
986,103,12/05/2004,03:19:30
73,991,12/05/2004,03:19:40
103,151,12/05/2004,03:20:10
991,286,12/05/2004,03:20:21
991,73,12/05/2004,03:20:55
32,991,12/05/2004,03:21:25
32,938,12/05/2004,03:22:03
938,32,12/05/2004,03:23:38
103,708,12/05/2004,03:25:07
308,520,12/05/2004,03:25:21
667,686,12/05/2004,03:26:27
176,1001,12/05/2004,03:26:36
103,783,12/05/2004,03:26:54
712,189,12/05/2004,03:27:49
32,938,12/05/2004,03:28:04
986,103,12/05/2004,03:28:30
986,619,12/05/2004,03:29:04
938,32,12/05/2004,03:29:35
63,297,12/05/2004,03:31:17
986,552,12/05/2004,03:31:50
679,396,12/05/2004,03:32:00
986,552,12/05/2004,03:32:08
70,400,12/05/2004,03:33:19
32,938,12/05/2004,03:33:44
143,681,12/05/2004,03:34:33
143,681,12/05/2004,03:35:04
938,32,12/05/2004,03:35:22
986,552,12/05/2004,03:35:47
32,938,12/05/2004,03:36:03
484,770,12/05/2004,03:36:27
297,950,12/05/2004,03:38:33
1002,32,12/05/2004,03:38:41
1002,32,12/05/2004,03:39:40
938,32,12/05/2004,03:40:55
1002,32,12/05/2004,03:42:21
719,109,12/05/2004,03:42:30
484,297,12/05/2004,03:42:40
27,794,12/05/2004,03:43:21
297,484,12/05/2004,03:43:47
988,681,12/05/2004,03:45:17
1002,32,12/05/2004,03:46:06
484,297,12/05/2004,03:46:32
581,779,12/05/2004,03:47:18
537,942,12/05/2004,03:49:01
58,811,12/05/2004,03:49:21
978,586,12/05/2004,03:50:13
978,41,12/05/2004,03:51:58
978,176,12/05/2004,03:53:41
978,974,12/05/2004,03:54:25
501,191,12/05/2004,03:54:29
1002,32,12/05/2004,03:54:30
291,42,12/05/2004,03:54:57
291,520,12/05/2004,03:55:08
978,979,12/05/2004,03:55:32
501,768,12/05/2004,03:55:57
978,704,12/05/2004,03:57:44
978,199,12/05/2004,03:58:42
617,73,12/05/2004,04:00:39
617,73,12/05/2004,04:01:35
103,978,12/05/2004,04:03:21
783,68,12/05/2004,04:04:14
783,933,12/05/2004,04:04:41
783,103,12/05/2004,04:05:24
73,379,12/05/2004,04:05:42
617,403,12/05/2004,04:05:42
73,991,12/05/2004,04:06:11
617,734,12/05/2004,04:07:14
504,131,12/05/2004,04:08:34
926,73,12/05/2004,04:09:26
617,508,12/05/2004,04:10:38
73,617,12/05/2004,04:11:52
73,617,12/05/2004,04:13:58
73,926,12/05/2004,04:14:22
495,498,12/05/2004,04:18:06
652,513,12/05/2004,04:18:08
617,73,12/05/2004,04:18:43
297,484,12/05/2004,04:18:58
495,498,12/05/2004,04:19:05
41,938,12/05/2004,04:19:19
495,831,12/05/2004,04:19:58
988,372,12/05/2004,04:20:38
988,103,12/05/2004,04:20:48
495,831,12/05/2004,04:20:52
988,771,12/05/2004,04:21:56
988,634,12/05/2004,04:22:11
617,73,12/05/2004,04:23:28
103,988,12/05/2004,04:23:31
484,297,12/05/2004,04:24:54
938,41,12/05/2004,04:25:03
260,174,12/05/2004,04:26:06
617,462,12/05/2004,04:26:42
260,950,12/05/2004,04:26:48
545,992,12/05/2004,04:26:52
260,950,12/05/2004,04:27:40
297,484,12/05/2004,04:28:03
260,949,12/05/2004,04:28:20
9,27,12/05/2004,04:29:06
950,297,12/05/2004,04:32:33
193,233,12/05/2004,04:32:34
286,991,12/05/2004,04:33:55
814,297,12/05/2004,04:47:16
498,823,12/05/2004,04:50:20
498,389,12/05/2004,04:51:54
323,991,12/05/2004,04:52:28
323,834,12/05/2004,04:53:06
1000,1003,12/05/2004,04:55:03
379,73,12/05/2004,04:55:03
103,938,12/05/2004,04:57:27
483,782,12/05/2004,04:58:24
586,513,12/05/2004,04:59:10
681,988,12/05/2004,04:59:30
969,557,12/05/2004,04:59:59
586,244,12/05/2004,05:00:35
323,645,12/05/2004,05:00:35
483,768,12/05/2004,05:00:38
586,687,12/05/2004,05:00:52
586,978,12/05/2004,05:02:57
189,712,12/05/2004,05:05:01
809,103,12/05/2004,05:05:41
483,193,12/05/2004,05:06:17
325,938,12/05/2004,05:06:32
687,586,12/05/2004,05:08:29
297,950,12/05/2004,05:09:28
586,687,12/05/2004,05:09:56
297,814,12/05/2004,05:10:09
557,969,12/05/2004,05:11:10
498,495,12/05/2004,05:11:11
484,770,12/05/2004,05:11:48
681,388,12/05/2004,05:12:56
658,884,12/05/2004,05:15:24
482,297,12/05/2004,05:15:37
297,482,12/05/2004,05:16:00
758,741,12/05/2004,05:17:23
482,297,12/05/2004,05:17:24
297,482,12/05/2004,05:18:13
482,297,12/05/2004,05:20:03
950,297,12/05/2004,05:20:51
297,482,12/05/2004,05:21:34
950,260,12/05/2004,05:21:52
483,193,12/05/2004,05:22:19
297,950,12/05/2004,05:22:19
557,926,12/05/2004,05:23:11
396,679,12/05/2004,05:23:23
969,557,12/05/2004,05:26:37
482,297,12/05/2004,05:30:06
482,297,12/05/2004,05:30:06
68,783,12/05/2004,05:30:09
67,938,12/05/2004,05:30:49
758,681,12/05/2004,05:31:28
297,482,12/05/2004,05:31:53
44,249,12/05/2004,05:32:42
681,758,12/05/2004,05:33:48
542,460,12/05/2004,05:34:25
308,1004,12/05/2004,05:36:02
527,332,12/05/2004,05:36:13
308,332,12/05/2004,05:36:17
332,527,12/05/2004,05:36:42
67,928,12/05/2004,05:36:51
372,831,12/05/2004,05:37:05
332,308,12/05/2004,05:37:06
1001,176,12/05/2004,05:37:18
483,193,12/05/2004,05:37:39
193,708,12/05/2004,05:38:39
758,681,12/05/2004,05:38:46
32,1005,12/05/2004,05:39:04
915,823,12/05/2004,05:39:09
482,297,12/05/2004,05:40:08
308,332,12/05/2004,05:40:53
557,969,12/05/2004,05:40:53
193,483,12/05/2004,05:42:23
1005,32,12/05/2004,05:42:24
372,988,12/05/2004,05:42:40
1004,308,12/05/2004,05:43:35
323,557,12/05/2004,05:44:20
483,193,12/05/2004,05:45:02
193,483,12/05/2004,05:46:12
826,925,12/05/2004,05:46:24
483,193,12/05/2004,05:46:52
176,1001,12/05/2004,05:47:14
915,901,12/05/2004,05:47:54
704,978,12/05/2004,05:48:06
969,557,12/05/2004,05:48:06
708,103,12/05/2004,05:48:19
513,586,12/05/2004,05:48:34
323,1006,12/05/2004,05:48:36
325,379,12/05/2004,05:49:06
708,193,12/05/2004,05:49:50
1001,176,12/05/2004,05:49:54
964,847,12/05/2004,05:50:16
814,297,12/05/2004,05:50:16
964,847,12/05/2004,05:50:16
595,176,12/05/2004,05:51:29
176,1001,12/05/2004,05:51:35
323,1007,12/05/2004,05:52:34
176,595,12/05/2004,05:52:36
996,323,12/05/2004,05:53:10
595,176,12/05/2004,05:54:12
244,448,12/05/2004,05:54:29
686,163,12/05/2004,05:54:49
176,595,12/05/2004,05:54:54
1005,878,12/05/2004,05:55:23
484,770,12/05/2004,05:55:43
686,667,12/05/2004,05:55:58
212,964,12/05/2004,05:56:30
595,176,12/05/2004,05:56:42
372,1005,12/05/2004,05:57:19
297,482,12/05/2004,05:57:33
212,1004,12/05/2004,05:57:36
557,969,12/05/2004,05:57:39
561,557,12/05/2004,05:57:46
1005,372,12/05/2004,05:58:00
176,595,12/05/2004,05:58:10
520,308,12/05/2004,05:59:05
1004,212,12/05/2004,05:59:05
297,814,12/05/2004,05:59:20
595,176,12/05/2004,05:59:42
595,372,12/05/2004,06:00:03
884,658,12/05/2004,06:00:38
520,291,12/05/2004,06:00:38
176,595,12/05/2004,06:00:57
988,103,12/05/2004,06:01:41
561,281,12/05/2004,06:01:53
988,681,12/05/2004,06:02:32
595,176,12/05/2004,06:03:06
551,371,12/05/2004,06:03:35
988,372,12/05/2004,06:03:46
1004,815,12/05/2004,06:04:08
317,840,12/05/2004,06:04:49
323,557,12/05/2004,06:05:17
317,311,12/05/2004,06:05:49
551,371,12/05/2004,06:05:52
950,297,12/05/2004,06:06:09
969,557,12/05/2004,06:06:26
142,475,12/05/2004,06:06:44
297,950,12/05/2004,06:07:59
372,766,12/05/2004,06:07:59
244,586,12/05/2004,06:08:40
372,766,12/05/2004,06:09:11
372,1005,12/05/2004,06:09:26
73,617,12/05/2004,06:09:43
1008,1004,12/05/2004,06:10:43
950,297,12/05/2004,06:10:43
596,103,12/05/2004,06:11:43
586,513,12/05/2004,06:11:59
372,595,12/05/2004,06:12:00
484,770,12/05/2004,06:12:39
297,950,12/05/2004,06:12:53
308,520,12/05/2004,06:13:52
372,766,12/05/2004,06:13:52
73,379,12/05/2004,06:13:52
586,244,12/05/2004,06:14:15
770,484,12/05/2004,06:14:15
131,297,12/05/2004,06:14:16
869,498,12/05/2004,06:14:27
142,997,12/05/2004,06:14:28
176,595,12/05/2004,06:14:33
595,372,12/05/2004,06:15:35
212,1004,12/05/2004,06:15:49
297,131,12/05/2004,06:16:07
950,297,12/05/2004,06:16:23
595,176,12/05/2004,06:16:30
73,379,12/05/2004,06:16:40
460,542,12/05/2004,06:16:58
1004,212,12/05/2004,06:17:13
131,297,12/05/2004,06:18:09
389,652,12/05/2004,06:18:15
814,297,12/05/2004,06:18:18
460,934,12/05/2004,06:18:50
323,996,12/05/2004,06:19:21
915,536,12/05/2004,06:19:50
460,608,12/05/2004,06:20:00
536,915,12/05/2004,06:20:22
498,869,12/05/2004,06:20:58
463,687,12/05/2004,06:21:01
323,557,12/05/2004,06:21:27
484,770,12/05/2004,06:21:28
212,439,12/05/2004,06:21:50
595,176,12/05/2004,06:22:16
74,686,12/05/2004,06:22:19
204,999,12/05/2004,06:23:23
204,456,12/05/2004,06:23:40
212,1004,12/05/2004,06:24:33
212,1004,12/05/2004,06:24:33
652,460,12/05/2004,06:24:44
1004,212,12/05/2004,06:25:03
831,1004,12/05/2004,06:25:44
915,536,12/05/2004,06:26:31
389,830,12/05/2004,06:26:41
389,652,12/05/2004,06:27:09
1004,831,12/05/2004,06:27:34
711,873,12/05/2004,06:27:37
372,595,12/05/2004,06:27:37
783,68,12/05/2004,06:27:46
372,595,12/05/2004,06:27:54
561,557,12/05/2004,06:27:59
463,1009,12/05/2004,06:28:09
388,681,12/05/2004,06:28:15
389,830,12/05/2004,06:28:54
949,260,12/05/2004,06:29:05
681,388,12/05/2004,06:29:13
317,408,12/05/2004,06:29:41
818,357,12/05/2004,06:30:18
463,339,12/05/2004,06:30:31
9,711,12/05/2004,06:30:36
372,818,12/05/2004,06:31:12
966,72,12/05/2004,06:31:12
681,758,12/05/2004,06:31:12
372,831,12/05/2004,06:31:46
372,831,12/05/2004,06:31:56
463,748,12/05/2004,06:32:12
297,950,12/05/2004,06:33:03
463,1010,12/05/2004,06:33:54
297,131,12/05/2004,06:34:00
142,244,12/05/2004,06:34:02
463,1010,12/05/2004,06:34:03
297,814,12/05/2004,06:34:15
429,950,12/05/2004,06:34:56
317,1011,12/05/2004,06:35:19
463,293,12/05/2004,06:35:19
1004,598,12/05/2004,06:36:38
1004,1012,12/05/2004,06:37:14
758,681,12/05/2004,06:37:15
142,73,12/05/2004,06:37:42
63,73,12/05/2004,06:38:17
41,938,12/05/2004,06:38:30
131,297,12/05/2004,06:40:04
317,394,12/05/2004,06:40:11
73,142,12/05/2004,06:41:30
72,966,12/05/2004,06:41:38
1004,463,12/05/2004,06:41:41
297,131,12/05/2004,06:41:49
536,915,12/05/2004,06:42:07
302,1000,12/05/2004,06:42:42
766,372,12/05/2004,06:42:51
73,63,12/05/2004,06:42:55
851,679,12/05/2004,06:43:02
469,463,12/05/2004,06:43:12
766,372,12/05/2004,06:43:12
561,557,12/05/2004,06:43:15
950,297,12/05/2004,06:43:28
766,372,12/05/2004,06:43:40
176,595,12/05/2004,06:44:12
871,371,12/05/2004,06:44:27
469,598,12/05/2004,06:44:53
63,73,12/05/2004,06:45:40
645,323,12/05/2004,06:45:43
297,950,12/05/2004,06:46:54
131,297,12/05/2004,06:47:42
131,297,12/05/2004,06:47:43
821,475,12/05/2004,06:48:53
1000,302,12/05/2004,06:48:57
41,595,12/05/2004,06:49:55
372,766,12/05/2004,06:49:56
950,429,12/05/2004,06:50:02
297,131,12/05/2004,06:50:28
372,766,12/05/2004,06:51:16
621,593,12/05/2004,06:52:12
871,429,12/05/2004,06:52:33
933,783,12/05/2004,06:52:40
131,297,12/05/2004,06:52:56
429,950,12/05/2004,06:53:31
915,536,12/05/2004,06:54:01
942,454,12/05/2004,06:54:28
297,131,12/05/2004,06:55:04
323,645,12/05/2004,06:55:26
596,1004,12/05/2004,06:55:29
67,63,12/05/2004,06:55:54
323,834,12/05/2004,06:56:09
131,297,12/05/2004,06:56:21
314,372,12/05/2004,06:56:45
323,557,12/05/2004,06:57:03
1004,596,12/05/2004,06:57:20
131,297,12/05/2004,06:58:34
131,1008,12/05/2004,06:59:05
621,830,12/05/2004,06:59:07
316,355,12/05/2004,06:59:35
978,586,12/05/2004,06:59:45
536,915,12/05/2004,06:59:48
297,131,12/05/2004,06:59:52
557,708,12/05/2004,07:00:25
679,396,12/05/2004,07:00:25
950,297,12/05/2004,07:00:52
652,928,12/05/2004,07:01:05
950,429,12/05/2004,07:01:31
372,314,12/05/2004,07:01:40
